wavelength_um,radiance_normalized
0.9567419091870369,0.8312648970056121
0.9737023441853337,0.8522099504131926
0.9909634416220239,0.8719875407141001
1.0085305314253756,0.8905245796027264
1.0264090380087973,0.9077550987586684
1.0446044819458176,0.92362060420353
1.063122481674737,0.9380703528666534
1.081968755233498,0.951061551087096
1.1011491220253309,0.9625594758142059
1.1206695046156674,0.972537520237609
1.1405359305609446,0.9809771664668424
1.1607545342697918,0.987867888680825
1.1813315588972457,0.9932069908705058
1.2022733582725214,0.9969993838985666
1.223586398860959,0.9992573070954636
1.2452772617607697,1.0
1.2673526447351569,0.9992533301365706
1.289819364280465,0.9970493829030727
1.3126843577310097,0.9934260197277891
1.3359546854011888,0.9884264106464539
1.3596375327656052,0.9820985473592904
1.3837402126777953,0.9744947426600594
1.4082701676283318,0.9656711218938462
1.4332349720429272,0.9556871118066266
1.4586423346212762,0.9446049318067034
1.4845001007173901,0.932489092275533
1.510816254762083,0.9194059041522629
1.5375989227284477,0.9054230035812825
1.5648563746409945,0.8906088949638833
1.5925970271293106,0.8750325153011603
1.620829446026962,0.85876282226312
1.6495623490164646,0.8418684079746337
1.6788046083211756,0.8244171400783021
1.7085652534448572,0.8064758312222188
1.7388534739598545,0.7881099377310669
1.7696786223446663,0.7693832878553689
1.8010502168718179,0.7503578396584005
1.8329779445469636,0.7310934682951767
1.8654716641000384,0.7116477821642675
1.8985414090294874,0.6920759671712114
1.9321973907004275,0.672430658132455
1.966450001497728,0.6527618361700264
2.001309818035024,0.6331167507990395
2.036787604420565,0.6135398652911915
2.0728943155810122,0.5940728238060244
2.1096411006441027,0.5747544387162932
2.147039306381331,0.5556206965120966
2.1851004807116277,0.5367047806486935
2.223836376267142,0.518037109702714
2.263258954022281,0.4996453892187741
2.3033803869870195,0.481554675661222
2.344213063965747,0.46378745093144735
2.385769593382681,0.44636370596828995
2.428062807175163,0.42930103201514097
2.4711057647559267,0.41261471821097884
2.5149117570455997,0.3963178542417073
2.559494310576743,0.3804214368714329
2.604867191670593,0.3649344792592816
2.651044410687852,0.34986412205456885
2.6980402263548746,0.3352157453506077
2.7458691501664796,0.32099308066418003
2.794545950866889,0.3071983221926132
2.8440856590100183,0.2938322366831334
2.8945035716006875,0.2808942713286714
2.9458152568180576,0.2683826591804997
2.9980365588227973,0.2562945216402409
3.0511836026495263,0.24462596766182132
3.105272799185897,0.23337218935764736
3.1603208502400455,0.22252755376233532
3.216344753697768,0.21208569056198945
3.2733618087712206,0.20203957564695038
3.3313896213405956,0.19238161039151766
3.390446109390494,0.18310369660521536
3.4505495085427276,0.17419730713702145
3.5117183776871475,0.16565355214676142
3.5739716047122876,0.15746324108668514
3.6373284123376384,0.14961694046140664
3.7018083640493002,0.14210502745607695
3.7674313701408373,0.1349177395410935
3.8342176938612074,0.12804522017706857
3.9021879576717495,0.12147756075642858
3.97136314961402,0.11520483892814336
4.0417646297905145,0.10921715345985103
4.113414136960348,0.10350465579734629
4.18633379525175,0.09805757848522982
4.260546120993676,0.092866260614619
